p_adj,unit,product,geo\time	2020 	2019 	2018 	2017 	2016 	2015 
NI,PCH_PRE,212000,EU27_2020	0.86 f	2.12 p	2.38 	2.65 	1.30 	: 
NI,PCH_PRE,212000,EU28	: 	2.15 p	2.55 	2.76 	1.14 	: 
NI,PCH_PRE,212000,FI	0.61 f	1.14 	1.75 	0.24 	0.20 	: 
NI,PCH_PRE,212000,FR	-1.07 f	0.86 	5.29 	3.58 	-0.65 	: 
NI,PCH_PRE,212000,HR	0.11 f	2.02 	6.54 	-0.36 	0.07 	: 
NI,PCH_PRE,212000,HU	7.01 f	9.62 	9.42 	5.35 	2.80 	: 
NI,PCH_PRE,212000,IE	0.41 f	0.82 	0.58 	-0.42 	0.87 	: 
NI,PCH_PRE,212000,IT	0.20 f	0.69 	1.20 	-0.20 	0.40 	: 
NI,PCH_PRE,212000,LT	-11.59 f	-10.24 	-24.83 	21.25 	55.88 	: 
NI,PCH_PRE,212000,LU	2.18 f	2.81 	0.83 	3.11 	0.77 	: 
NI,PCH_PRE,212000,LV	6.84 f	0.20 	5.08 	2.51 	0.43 	: 
NI,PCH_PRE,212000,MT	0.38 f	2.30 	-3.40 	-1.09 	3.52 	: 
NI,PCH_PRE,212000,NL	2.73 f	2.71 	2.29 	2.15 	2.40 	: 
NI,PCH_PRE,212000,PL	2.61 f	2.67 p	2.36 	0.58 	-1.03 	: 
NI,PCH_PRE,212000,PT	2.51 f	1.46 	1.59 	1.86 	-0.19 	: 
NI,PCH_PRE,212000,RO	2.40 f	4.73 	4.13 	2.31 	-2.36 	: 
NI,PCH_PRE,212000,SE	-1.21 f	1.80 	2.72 	2.49 	0.50 	: 
NI,PCH_PRE,212000,SI	1.73 f	2.21 	3.39 	2.56 	1.76 	: 
NI,PCH_PRE,212000,SK	2.86 f	4.31 	3.54 	2.57 	1.01 	: 
NI,PCH_PRE,212000,UK	0.48 f	2.39 	4.33 	3.98 	-0.55 	: 
NI,PCH_PRE,212100,AT	: 	3.32 	3.63 	2.75 	1.80 	: 
NI,PCH_PRE,212100,BE	: 	-0.07 	3.35 	4.94 	0.28 	: 
NI,PCH_PRE,212100,BG	: 	8.68 	2.16 	10.65 	-16.40 	: 
NI,PCH_PRE,212100,CY	: 	3.67 	-1.06 	2.45 	-1.28 	: 
NI,PCH_PRE,212100,CZ	: 	4.52 	3.40 	1.68 	1.10 	: 
NI,PCH_PRE,212100,DE	: 	4.67 	4.10 	3.05 	1.80 	: 
NI,PCH_PRE,212100,DK	: 	0.62 	1.79 	0.74 	1.65 	: 
NI,PCH_PRE,212100,EE	: 	2.04 	1.99 	1.46 	-1.08 	: 
NI,PCH_PRE,212100,EL	: 	-0.35 	-1.41 	-0.07 	-1.90 	: 
NI,PCH_PRE,212100,ES	: 	2.13 	1.72 	1.59 	-1.99 	: 
NI,PCH_PRE,212100,EU27_2020	: 	2.09 p	2.38 	2.69 	1.29 	: 
NI,PCH_PRE,212100,EU28	: 	2.11 p	2.55 	2.85 	1.14 	: 
NI,PCH_PRE,212100,FI	: 	1.14 	1.75 	0.24 	0.20 	: 
NI,PCH_PRE,212100,FR	: 	0.86 	5.29 	3.58 	-0.65 	: 
NI,PCH_PRE,212100,HR	: 	2.03 	6.61 	-0.37 	0.08 	: 
NI,PCH_PRE,212100,HU	: 	9.62 	9.42 	5.35 	2.80 	: 
NI,PCH_PRE,212100,IE	: 	0.82 	0.58 	-0.42 	0.87 	: 
NI,PCH_PRE,212100,IT	: 	0.69 	1.20 	-0.30 	0.40 	: 
NI,PCH_PRE,212100,LT	: 	-10.24 	-24.83 	21.25 	55.88 	: 
NI,PCH_PRE,212100,LU	: 	2.81 	0.83 	3.11 	0.77 	: 
NI,PCH_PRE,212100,LV	: 	0.20 	5.08 	2.51 	0.43 	: 
NI,PCH_PRE,212100,MT	: 	2.30 	-3.40 	-1.09 	3.52 	: 
NI,PCH_PRE,212100,NL	: 	2.71 	2.29 	2.15 	2.40 	: 
NI,PCH_PRE,212100,PL	: 	2.92 p	2.58 	0.87 	0.23 	: 
NI,PCH_PRE,212100,PT	: 	1.28 	1.32 	1.74 	-0.03 	: 
NI,PCH_PRE,212100,RO	: 	4.41 	4.06 	2.21 	-2.37 	: 
NI,PCH_PRE,212100,SE	: 	1.80 	2.72 	2.49 	0.50 	: 
NI,PCH_PRE,212100,SK	: 	4.31 	3.54 	2.56 	1.02 	: 
NI,PCH_PRE,212100,UK	: 	2.37 	5.05 	5.22 	-1.00 	: 
NI,PCH_PRE,212900,CY	: 	3.08 	-1.06 	2.45 	-1.28 	: 
NI,PCH_PRE,212900,CZ	: 	4.71 	3.31 	1.68 	1.10 	: 
NI,PCH_PRE,212900,EU27_2020	: 	2.69 p	2.46 	2.06 	1.35 	: 
NI,PCH_PRE,212900,EU28	: 	2.62 p	2.54 	1.84 	1.05 	: 
NI,PCH_PRE,212900,HR	: 	0.98 	-0.16 	0.75 	-0.81 	: 
NI,PCH_PRE,212900,IT	: 	0.77 	3.17 	2.02 	-1.20 	: 
NI,PCH_PRE,212900,NL	: 	2.71 	2.29 	2.15 	2.40 	: 
NI,PCH_PRE,212900,PL	: 	0.00 p	0.11 	-2.44 	-12.42 	: 
NI,PCH_PRE,212900,PT	: 	1.64 	1.87 	2.00 	-0.36 	: 
NI,PCH_PRE,212900,RO	: 	6.47 	4.59 	2.90 	-2.30 	: 
NI,PCH_PRE,212900,SI	: 	2.21 	3.39 	2.56 	1.76 	: 
NI,PCH_PRE,212900,SK	: 	3.54 	3.72 	2.52 	1.00 	: 
NI,PCH_PRE,212900,UK	: 	2.46 	2.71 	1.35 	0.42 	: 
NI,PCH_PRE,219000,AT	1.42 f	-1.10 	-0.20 	-0.99 	1.00 	: 
NI,PCH_PRE,219000,BE	-2.39 f	-0.07 	7.88 	0.00 	0.00 	: 
NI,PCH_PRE,219000,BG	-2.31 f	-3.99 	0.11 	-3.22 	-6.90 	: 
NI,PCH_PRE,219000,CY	-3.31 f	-1.39 	-1.06 	2.45 	-1.28 	: 
NI,PCH_PRE,219000,DK	2.04 f	1.62 	0.00 	-6.21 	3.19 	: 
NI,PCH_PRE,219000,ES	-2.26 f	1.57 	2.97 	3.00 	-2.62 	: 
NI,PCH_PRE,219000,EU27_2020	-0.28 f	1.91 p	3.41 	1.85 	-0.44 	: 
NI,PCH_PRE,219000,EU28	: 	1.91 p	3.41 	1.85 	-0.44 	: 
NI,PCH_PRE,219000,FI	-1.52 f	2.75 	1.23 	1.11 	0.41 	: 
NI,PCH_PRE,219000,FR	-1.08 f	1.68 	3.58 	3.31 	-0.99 	: 
NI,PCH_PRE,219000,HU	4.87 f	8.08 	4.52 	1.70 	0.10 	: 
NI,PCH_PRE,219000,IE	0.11 f	0.28 	0.84 	0.49 	0.96 	: 
NI,PCH_PRE,219000,LU	2.95 f	2.70 	1.74 	1.68 	1.62 	: 
NI,PCH_PRE,219000,LV	6.84 f	0.20 	5.08 	2.51 	0.43 	: 
NI,PCH_PRE,219000,NL	1.32 f	2.71 	1.67 	1.40 	0.30 	: 
NI,PCH_PRE,219000,PL	4.80 f	3.30 p	3.01 	2.82 	0.74 	: 
NI,PCH_PRE,219000,PT	-0.06 f	0.21 	-0.21 	1.29 	0.58 	: 
NI,PCH_PRE,219000,SK	-3.45 f	7.77 	13.79 	2.90 	-5.77 	: 
NI,PCH_PRE,220000,AT	-0.10 f	1.16 	3.30 	0.91 	-0.80 	: 
NI,PCH_PRE,220000,BE	-1.48 f	1.75 	3.61 	3.54 	-1.19 	: 
NI,PCH_PRE,220000,BG	-2.69 f	1.76 	3.97 	1.55 	-3.30 	: 
NI,PCH_PRE,220000,CY	-2.21 f	2.97 	-2.17 	1.45 	-5.92 	: 
NI,PCH_PRE,220000,CZ	0.29 f	2.81 	1.84 	1.14 	-3.10 	: 
NI,PCH_PRE,220000,DE	-0.09 f	1.73 	3.80 	1.73 	-1.70 	: 
NI,PCH_PRE,220000,DK	-0.31 f	1.08 	2.17 	0.74 	0.22 	: 
NI,PCH_PRE,220000,EE	-1.34 f	1.85 	3.12 	0.85 	-2.16 	: 
NI,PCH_PRE,220000,EL	-2.75 f	0.03 	2.22 	2.50 	-1.88 	: 
NI,PCH_PRE,220000,ES	-2.58 f	1.10 	3.57 	0.43 	-3.27 	: 
NI,PCH_PRE,220000,EU27_2020	-0.96 f	1.57 p	3.51 	1.64 	-2.02 	: 
NI,PCH_PRE,220000,EU28	: 	1.66 p	3.77 	1.94 	-2.06 	: 
NI,PCH_PRE,220000,FI	-3.65 f	2.04 	3.74 	1.55 	-2.58 	: 
NI,PCH_PRE,220000,FR	-1.62 f	1.57 	3.59 	1.22 	-2.50 	: 
NI,PCH_PRE,220000,HR	-3.07 f	0.48 	2.59 	-0.39 	-5.11 	: 
NI,PCH_PRE,220000,HU	0.94 f	3.79 	4.79 	0.20 	-2.10 	: 
NI,PCH_PRE,220000,IE	-2.53 f	2.18 	3.98 	0.27 	-1.67 	: 
NI,PCH_PRE,220000,IT	0.09 f	1.53 	3.27 	1.10 	-0.10 	: 
NI,PCH_PRE,220000,LT	0.05 f	-7.63 	-0.53 	3.15 	-0.69 	: 
NI,PCH_PRE,220000,LU	-0.37 f	1.90 	2.58 	1.86 	-1.54 	: 
NI,PCH_PRE,220000,LV	-0.64 f	1.01 	4.15 	0.98 	-1.72 	: 
NI,PCH_PRE,220000,MT	0.82 f	1.90 	1.16 	-0.36 	-0.01 	: 
NI,PCH_PRE,220000,NL	-1.65 f	0.68 	2.70 	3.10 	-3.10 	: 
NI,PCH_PRE,220000,PL	-0.99 f	3.34 p	3.58 	2.04 	-1.96 	: 
NI,PCH_PRE,220000,PT	-0.27 f	0.58 	1.66 	-0.34 	-0.49 	: 
NI,PCH_PRE,220000,RO	2.95 f	2.44 	5.69 	6.83 	-4.84 	: 
NI,PCH_PRE,220000,SE	-2.86 f	3.04 	6.90 	2.53 	-1.00 	: 
NI,PCH_PRE,220000,SI	-1.39 f	2.65 	3.76 	0.83 	-1.65 	: 
NI,PCH_PRE,220000,SK	-2.94 f	2.15 	5.33 	-0.37 	-4.66 	: 
NI,PCH_PRE,220000,UK	1.08 f	2.53 	6.30 	4.98 	-2.50 	: 
RI,I15,200000,AT	: 	96.28 	97.14 	95.43 	97.16 	100.00 
RI,I15,200000,BE	: 	99.75 	99.19 	97.81 	96.53 	100.00 
RI,I15,200000,BG	: 	99.06 	100.12 	98.65 	98.20 	100.00 
RI,I15,200000,CY	: 	95.28 	92.98 	95.83 	95.12 	100.00 
RI,I15,200000,CZ	: 	94.34 	94.20 	94.18 	95.33 	100.00 
RI,I15,200000,DE	: 	98.48 	98.75 	96.47 	96.71 	100.00 
RI,I15,200000,DK	: 	101.59 	101.19 	99.51 	99.92 	100.00 
RI,I15,200000,EE	: 	93.61 	94.04 	93.87 	96.63 	100.00 
RI,I15,200000,EL	: 	100.52 	101.06 	99.29 	97.67 	100.00 
RI,I15,200000,ES	: 	97.16 	97.04 	95.09 	96.73 	100.00 
RI,I15,200000,EU27_2020	: 	99.02 	99.13 	97.24 	97.09 	100.00 
RI,I15,200000,EU28	: 	99.53 	99.54 	97.43 	97.00 	100.00 
RI,I15,200000,FI	: 	100.65 	99.84 	96.77 	95.81 	100.00 
RI,I15,200000,FR	: 	97.59 	97.40 	96.01 	96.29 	100.00 
RI,I15,200000,HR	: 	93.53 	93.92 	93.12 	94.82 	100.00 
RI,I15,200000,HU	: 	95.93 	95.80 	94.22 	96.86 	100.00 
RI,I15,200000,IE	: 	103.28 	101.92 	98.12 	98.05 	100.00 
RI,I15,200000,IT	: 	102.33 	101.37 	98.91 	99.30 	100.00 
RI,I15,200000,LT	: 	85.84 	89.91 	89.05 	88.70 	100.00 
RI,I15,200000,LU	: 	96.43 	96.93 	95.24 	96.17 	100.00 
RI,I15,200000,LV	: 	96.06 	97.07 	95.45 	97.46 	100.00 
RI,I15,200000,MT	: 	97.20 	96.95 	96.99 	98.60 	100.00 
RI,I15,200000,NL	: 	96.14 	98.91 	97.53 	95.49 	100.00 
RI,I15,200000,PL	: 	102.18 	100.97 	98.61 	98.15 	100.00 
RI,I15,200000,PT	: 	97.33 	97.22 	96.71 	98.76 	100.00 
RI,I15,200000,RO	: 	100.17 	102.11 	101.20 	96.60 	100.00 
RI,I15,200000,SE	: 	104.27 	102.93 	97.75 	97.09 	100.00 
RI,I15,200000,SI	: 	98.43 	97.74 	95.92 	97.11 	100.00 
RI,I15,200000,SK	: 	95.65 	96.46 	93.18 	95.03 	100.00 
RI,I15,200000,UK	: 	104.13 	103.19 	99.05 	96.21 	100.00 
RI,I15,201000,AT	: 	92.54 	93.44 	94.07 	99.34 	100.00 
RI,I15,201000,BE	: 	90.39 	93.04 e	96.87 	98.45 	100.00 
RI,I15,201000,BG	: 	100.49 	101.19 	102.05 	105.09 	100.00 
RI,I15,201000,CY	: 	86.17 	83.03 	93.46 	99.72 	100.00 
RI,I15,201000,CZ	: 	103.34 	102.47 	99.42 	101.19 	100.00 
RI,I15,201000,DE	: 	96.97 	95.96 	96.18 	96.91 	100.00 
RI,I15,201000,DK	: 	109.13 	107.68 	108.86 	111.97 	100.00 
RI,I15,201000,EE	: 	100.31 	99.81 	94.24 	96.16 	100.00 
RI,I15,201000,EL	: 	99.30 	99.64 	100.16 	101.80 	100.00 
RI,I15,201000,ES	: 	102.05 	104.39 	103.25 	104.96 	100.00 
RI,I15,201000,EU27_2020	: 	99.87 p	100.44 e	99.46 	100.37 	100.00 
RI,I15,201000,EU28	: 	99.65 p	100.31 e	99.21 	100.42 	100.00 
RI,I15,201000,FI	: 	98.92 	95.74 	92.48 	97.07 	100.00 
RI,I15,201000,FR	: 	92.77 	93.94 	95.61 	98.42 	100.00 
RI,I15,201000,HR	: 	103.10 	99.95 	104.72 	101.78 	100.00 
RI,I15,201000,HU	: 	94.10 	93.35 	91.31 	98.46 	100.00 
RI,I15,201000,IE	: 	104.99 	97.38 	98.44 	98.66 	100.00 
RI,I15,201000,IT	: 	102.03 	99.12 	98.62 	101.60 	100.00 
RI,I15,201000,LT	: 	97.94 	114.78 	91.80 	102.20 	100.00 
RI,I15,201000,LU	: 	104.57 	99.79 	101.21 	104.81 	100.00 
RI,I15,201000,LV	: 	107.84 	101.21 	107.59 	103.29 	100.00 
RI,I15,201000,MT	: 	114.06 	107.70 	106.92 	109.03 	100.00 
RI,I15,201000,NL	: 	102.19 	102.50 	110.16 	102.19 	100.00 
RI,I15,201000,PL	: 	101.88 p	99.38 	99.99 	103.40 	100.00 
RI,I15,201000,PT	: 	98.76 	104.90 	98.91 	96.42 	100.00 
RI,I15,201000,RO	: 	124.72 	136.24 	98.51 	98.97 	100.00 
RI,I15,201000,SE	: 	92.12 	89.14 	92.99 	97.09 	100.00 
RI,I15,201000,SI	: 	96.73 	89.29 	94.30 	95.60 	100.00 
RI,I15,201000,SK	: 	87.37 	88.63 	93.89 	100.07 	100.00 
RI,I15,201000,UK	: 	97.09 	98.74 	96.25 	100.94 	100.00 
RI,I15,202000,AT	: 	98.80 	100.65 	95.04 	93.10 	100.00 
RI,I15,202000,BE	: 	130.32 	130.91 	119.34 	102.96 	100.00 
RI,I15,202000,BG	: 	96.96 	99.92 	95.64 	91.81 	100.00 
RI,I15,202000,CY	: 	107.64 	103.96 	95.16 	84.56 	100.00 
RI,I15,202000,CZ	: 	96.01 	96.76 	93.21 	90.76 	100.00 
RI,I15,202000,DE	: 	102.46 	102.60 	97.36 	92.83 	100.00 
RI,I15,202000,DK	: 	115.95 	113.53 	104.31 	97.04 	100.00 
RI,I15,202000,EE	: 	106.10 	107.49 	101.14 	97.04 	100.00 
RI,I15,202000,EL	: 	112.04 	112.03 	103.81 	92.56 	100.00 
RI,I15,202000,ES	: 	101.38 	105.55 	95.09 	88.90 	100.00 
RI,I15,202000,EU27_2020	: 	104.41 p	106.24 	97.96 	92.67 	100.00 
RI,I15,202000,EU28	: 	105.04 p	106.66 	98.31 	92.78 	100.00 
RI,I15,202000,FI	: 	112.08 	110.35 	101.12 	92.89 	100.00 
RI,I15,202000,FR	: 	110.46 	112.41 	100.75 	91.98 	100.00 
RI,I15,202000,HR	: 	: c	: c	: c	: c	: c
RI,I15,202000,HU	: 	98.12 	100.62 	96.46 	93.48 	100.00 
RI,I15,202000,IE	: 	104.75 	105.69 	97.71 	92.12 	100.00 
RI,I15,202000,IT	: 	108.72 	107.22 	99.21 	94.99 	100.00 
RI,I15,202000,LT	: 	93.84 	97.91 	85.20 	79.95 	100.00 
RI,I15,202000,LU	: 	105.65 	107.52 	95.19 	88.49 	100.00 
RI,I15,202000,LV	: 	99.94 	101.12 	95.56 	93.89 	100.00 
RI,I15,202000,MT	: 	90.37 	88.48 	88.63 	92.31 	100.00 
RI,I15,202000,NL	: 	84.99 	101.05 	88.95 	81.51 	100.00 
RI,I15,202000,PL	: 	103.12 p	104.24 	98.51 	94.92 	100.00 
RI,I15,202000,PT	: 	106.99 	106.19 	98.99 	94.17 	100.00 
RI,I15,202000,RO	: 	99.97 	101.94 	91.97 	94.68 	100.00 
RI,I15,202000,SE	: 	115.96 	114.16 	103.77 	98.08 	100.00 
RI,I15,202000,SI	: 	101.61 	104.89 	98.34 	91.71 	100.00 
RI,I15,202000,SK	: 	120.29 	123.36 	93.69 	85.18 	100.00 
RI,I15,202000,UK	: 	113.92 	112.60 	103.26 	94.27 	100.00 
RI,I15,202100,AT	: 	93.57 	91.55 	92.62 	100.13 	100.00 
RI,I15,202100,BE	: 	133.41 	132.91 	133.05 	126.05 	100.00 
RI,I15,202100,BG	: 	100.96 	100.90 	101.45 	101.24 	100.00 
RI,I15,202100,CY	: 	111.26 	101.94 	94.17 	81.96 	100.00 
RI,I15,202100,CZ	: 	96.66 	89.63 	89.04 	93.15 	100.00 
RI,I15,202100,DE	: 	101.23 	99.52 	100.00 	100.10 	100.00 
RI,I15,202100,DK	: 	101.10 	101.78 	102.50 	100.00 	100.00 
RI,I15,202100,EE	: 	103.82 	105.53 	98.38 	101.23 	100.00 
RI,I15,202100,EL	: 	100.79 	97.16 	97.71 	99.50 	100.00 
RI,I15,202100,ES	: 	91.60 	105.26 	96.67 	90.01 	100.00 
RI,I15,202100,EU27_2020	: 	100.42 p	101.60 	99.66 	98.61 	100.00 
RI,I15,202100,EU28	: 	101.23 p	102.02 	99.84 	98.63 	100.00 
RI,I15,202100,FI	: 	114.02 	105.72 	102.88 	98.91 	100.00 
RI,I15,202100,FR	: 	103.85 	101.26 	102.05 	102.79 	100.00 
RI,I15,202100,HR	: 	: c	: c	: c	: c	: c
RI,I15,202100,HU	: 	91.36 	94.48 	97.24 	99.55 	100.00 
RI,I15,202100,IE	: 	103.75 	101.42 	95.43 	96.66 	100.00 
RI,I15,202100,IT	: 	109.59 	105.07 	101.78 	99.40 	100.00 
RI,I15,202100,LT	: 	78.26 	78.19 	87.41 	91.98 	100.00 
RI,I15,202100,LU	: 	98.07 	93.97 	91.65 	97.03 	100.00 
RI,I15,202100,LV	: 	86.56 	81.15 	88.48 	98.02 	100.00 
RI,I15,202100,MT	: 	68.70 	69.94 	71.15 	99.11 	100.00 
RI,I15,202100,NL	: 	80.92 	90.56 	87.18 	89.90 	100.00 
RI,I15,202100,PL	: 	91.86 p	97.78 	98.86 	98.40 	100.00 
RI,I15,202100,PT	: 	: c	: c	: c	: c	: c
RI,I15,202100,RO	: 	103.60 	100.87 	97.61 	96.46 	100.00 
RI,I15,202100,SE	: 	118.49 	116.72 	106.19 	102.33 	100.00 
RI,I15,202100,SI	: 	99.44 	98.73 	99.26 	100.33 	100.00 
RI,I15,202100,SK	: 	112.67 	107.75 	94.12 	94.20 	100.00 
RI,I15,202100,UK	: 	115.10 	109.24 	102.98 	99.10 	100.00 
RI,I15,202200,AT	: 	104.04 	107.20 	93.68 	85.47 	100.00 
RI,I15,202200,BE	: 	139.61 	140.12 	119.90 	93.37 	100.00 
RI,I15,202200,BG	: 	98.77 	99.82 	92.64 	87.25 	100.00 
RI,I15,202200,CY	: 	97.39 	104.82 	94.86 	84.68 	100.00 
RI,I15,202200,CZ	: 	98.70 	100.00 	98.06 	97.12 	100.00 
RI,I15,202200,DE	: 	103.22 	99.71 	93.44 	89.64 	100.00 
RI,I15,202200,DK	: 	125.69 	120.67 	101.71 	91.38 	100.00 
RI,I15,202200,EE	: 	101.09 	100.15 	97.09 	95.17 	100.00 
RI,I15,202200,EL	: 	115.67 	113.66 	104.89 	85.50 	100.00 
RI,I15,202200,EU27_2020	: 	98.82 p	106.29 	94.84 	86.74 	100.00 
RI,I15,202200,EU28	: 	99.06 p	106.05 	94.96 	87.21 	100.00 
RI,I15,202200,FI	: 	108.62 	110.81 	98.89 	87.23 	100.00 
RI,I15,202200,FR	: 	113.00 	115.11 	99.23 	90.27 	100.00 
RI,I15,202200,HR	: 	: c	: c	: c	: c	: c
RI,I15,202200,HU	: 	92.82 	95.05 	96.95 	98.76 	100.00 
RI,I15,202200,IT	: 	100.10 	103.71 	101.68 	97.00 	100.00 
RI,I15,202200,LT	: 	98.98 	100.35 	92.86 	84.27 	100.00 
RI,I15,202200,LU	: 	108.87 	113.46 	96.86 	84.83 	100.00 
RI,I15,202200,LV	: 	98.87 	98.76 	91.67 	89.89 	100.00 
RI,I15,202200,NL	: 	74.49 	101.53 	83.93 	72.02 	100.00 
RI,I15,202200,PL	: 	108.04 p	109.86 	101.62 	97.99 	100.00 
RI,I15,202200,PT	: 	113.70 	110.74 	102.18 	92.89 	100.00 
RI,I15,202200,RO	: 	102.44 	102.13 	98.43 	97.85 	100.00 
RI,I15,202200,SE	: 	110.45 	108.92 	97.65 	91.66 	100.00 
RI,I15,202200,SI	: 	109.84 	109.91 	96.59 	86.27 	100.00 
RI,I15,202200,SK	: 	102.51 	104.18 	94.97 	94.72 	100.00 
RI,I15,202200,UK	: 	103.53 	101.54 	97.39 	96.38 	100.00 
RI,I15,202300,AT	: 	100.11 	103.12 	95.72 	91.41 	100.00 
RI,I15,202300,BE	: 	111.86 	114.10 	97.80 	82.74 	100.00 
RI,I15,202300,BG	: 	96.68 	100.02 	95.24 	90.80 	100.00 
RI,I15,202300,CY	: 	105.33 	106.17 	95.40 	86.57 	100.00 
RI,I15,202300,CZ	: 	95.55 	98.19 	93.89 	89.77 	100.00 
RI,I15,202300,DE	: 	102.94 	105.58 	97.45 	89.84 	100.00 
RI,I15,202300,DK	: 	129.76 	124.52 	106.52 	94.79 	100.00 
RI,I15,202300,EE	: 	111.28 	113.16 	105.04 	94.96 	100.00 
RI,I15,202300,EL	: 	114.68 	115.29 	105.13 	91.05 	100.00 
RI,I15,202300,ES	: 	110.59 	106.42 	93.62 	87.10 	100.00 
RI,I15,202300,EU27_2020	: 	106.65 p	108.25 	97.56 	90.54 	100.00 
RI,I15,202300,EU28	: 	107.29 p	108.77 	98.06 	90.69 	100.00 
RI,I15,202300,FI	: 	113.19 	114.87 	101.02 	90.09 	100.00 
RI,I15,202300,FR	: 	114.43 	117.95 	100.78 	87.56 	100.00 
RI,I15,202300,HR	: 	: c	: c	: c	: c	: c
RI,I15,202300,HU	: 	100.77 	103.36 	96.07 	90.79 	100.00 
RI,I15,202300,IE	: 	105.11 	107.16 	98.16 	90.26 	100.00 
RI,I15,202300,IT	: 	108.43 	106.93 	95.26 	87.79 	100.00 
RI,I15,202300,LT	: 	96.65 	102.16 	83.38 	76.31 	100.00 
RI,I15,202300,LU	: 	109.19 	113.84 	96.84 	84.51 	100.00 
RI,I15,202300,LV	: 	103.84 	107.11 	98.32 	93.58 	100.00 
RI,I15,202300,MT	: 	93.41 	91.07 	91.06 	91.36 	100.00 
RI,I15,202300,NL	: 	105.69 	106.68 	98.52 	92.10 	100.00 
RI,I15,202300,PL	: 	104.97 p	104.82 	97.81 	93.40 	100.00 
RI,I15,202300,PT	: 	111.24 	109.85 	100.13 	91.92 	100.00 
RI,I15,202300,RO	: 	99.45 	102.08 	91.07 	94.38 	100.00 
RI,I15,202300,SE	: 	115.50 	113.68 	103.57 	96.90 	100.00 
RI,I15,202300,SI	: 	100.68 	104.76 	98.43 	91.33 	100.00 
RI,I15,202300,SK	: 	126.30 	133.17 	91.80 	79.64 	100.00 
RI,I15,202300,UK	: 	114.94 	115.06 	104.12 	92.55 	100.00 
RI,I15,202400,BE	: 	104.99 	107.92 	100.73 	93.07 	100.00 
RI,I15,202400,BG	: 	93.25 	94.46 	96.34 	100.53 	100.00 
RI,I15,202400,CY	: 	105.58 	107.55 	105.69 	98.34 	100.00 
RI,I15,202400,CZ	: 	: c	: c	: c	: c	: c
RI,I15,202400,DE	: 	100.57 	98.94 	99.31 	100.50 	100.00 
RI,I15,202400,EE	: 	91.63 	92.94 	93.83 	99.09 	100.00 
RI,I15,202400,EL	: 	97.05 	97.47 	98.23 	99.17 	100.00 
RI,I15,202400,ES	: 	95.15 	96.56 	96.96 	99.94 	100.00 
RI,I15,202400,EU27_2020	: 	103.61 p	104.74 	100.79 	100.09 	100.00 
RI,I15,202400,EU28	: 	103.61 p	104.74 	100.79 	100.09 	100.00 
RI,I15,202400,FI	: 	96.85 	96.40 	96.50 	98.82 	100.00 
RI,I15,202400,FR	: 	92.05 	94.17 	97.30 	99.55 	100.00 
RI,I15,202400,HR	: 	: c	: c	: c	: c	: c
RI,I15,202400,HU	: 	100.49 	98.36 	97.43 	99.65 	100.00 
RI,I15,202400,IE	: 	104.00 	103.37 	103.70 	100.96 	100.00 
RI,I15,202400,IT	: 	108.82 	109.56 	102.57 	101.20 	100.00 
RI,I15,202400,LT	: 	111.44 	108.67 	100.11 	102.10 	100.00 
RI,I15,202400,NL	: 	107.87 	127.45 	109.96 	90.20 	100.00 
RI,I15,202400,PL	: 	98.50 p	99.13 	99.10 	99.77 	100.00 
RI,I15,202400,PT	: 	90.96 	90.67 	92.30 	96.11 	100.00 
RI,I15,202400,RO	: 	101.40 	100.60 	93.46 	94.16 	100.00 
RI,I15,202400,SI	: 	101.52 	103.24 	99.72 	100.15 	100.00 
RI,I15,202400,SK	: 	119.91 	121.16 	113.90 	82.70 	100.00 
RI,I15,203000,AT	: 	85.53 	79.78 	77.12 	87.45 	100.00 
RI,I15,203000,BE	: 	83.14 	83.89 	82.26 	85.94 	100.00 
RI,I15,203000,BG	: 	97.06 	94.46 	78.92 	82.69 	100.00 
RI,I15,203000,CY	: 	101.32 	101.95 	106.51 	104.36 	100.00 
RI,I15,203000,CZ	: 	78.20 	74.79 	75.56 	85.00 	100.00 
RI,I15,203000,DE	: 	94.79 	90.77 	89.91 	92.93 	100.00 
RI,I15,203000,DK	: 	88.76 	91.67 	88.52 	89.35 	100.00 
RI,I15,203000,EE	: 	78.17 	76.89 	81.20 	91.26 	100.00 
RI,I15,203000,EL	: 	95.91 	95.48 	95.91 	99.62 	100.00 
RI,I15,203000,ES	: 	92.84 	87.96 	86.14 	92.11 	100.00 
RI,I15,203000,EU27_2020	: 	91.66 p	88.42 	89.56 	90.79 	100.00 
RI,I15,203000,EU28	: 	92.11 p	89.07 	89.28 	89.94 	100.00 
RI,I15,203000,FI	: 	88.19 	87.34 	86.53 	85.90 	100.00 
RI,I15,203000,FR	: 	89.59 	87.19 	84.98 	88.62 	100.00 
RI,I15,203000,HR	: 	: c	: c	: c	: c	: c
RI,I15,203000,HU	: 	83.23 	79.74 	79.15 	86.91 	100.00 
RI,I15,203000,IE	: 	89.33 	85.67 	81.39 	86.36 	100.00 
RI,I15,203000,IT	: 	91.67 	91.22 	90.92 	94.09 	100.00 
RI,I15,203000,LT	: 	78.30 	76.02 	77.10 	79.25 	100.00 
RI,I15,203000,LU	: 	82.45 	77.50 	76.04 	76.94 	100.00 
RI,I15,203000,LV	: 	88.60 	87.48 	86.47 	93.70 	100.00 
