sizehatch,typ_rear,incubat,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 
100001-200000,SHEN,INC,BG	: c	: c	: c	644.00 	: c	612.20 	: c	: c	: c	469.00 	925.10 	9875.00 	: 	594.90 	820.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	6892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,DE	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7890.40 	7629.00 	7785.9 	7758 	: 	: 	: 	: 	: c	4723.7 	: c	: c	5673.7 	7371.9 	: b	8313.2 	: c	8103.3 	10611 	7382.6 	12153.9 	9927.8 	11593 	13415.1 	19936.7 	19738.9 	16721.7 	23427.8 	25338.2 	36200.8 	30287.3 	32705 	39157 
100001-200000,SHEN,INC,DK	0.00 	: c	: c	: c	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4922 	5039 	4801 	4723 	4888 	4843 	5331 	5267 	4527 	4052 	3683 	3622 	3511 	3755 	3632 	3177 	3539 	4940 	8162 	8052 	8447 	11020 	12024 
100001-200000,SHEN,INC,EE	: c	: c	: c	0.00 	: c	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,EL	469.00 	285.00 	: c	: c	: c	: c	: 	: c	: c	355.60 p	: c	: c	: c	: 	: 	: 	10770.00 	10620 	2179 	5036 	: 	1754 	18863 	20375 	14080 	13970 	20121 	14411 	13386 	16628 	14621 	14558 	15261 	15857 	20373 	17551 	15351 	12032 	16263 	16049 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,ES	7768.00 p	6973.04 p	7400.49 p	7102.59 p	1668.76 	1825.16 p	857.02 p	2205.00 p	3280.80 p	5421.40 p	4291.90 	4291.90 p	6287.20 p	5846.90 	7891.50 	8208.50 	8391.40 	8162.8 	7440.9 	33326.2 	10743 	24778 	16421 	12769 	13018 	11759 	12925 	27324 	18914 	15935 	21173 	19623 	19767 	33551 e	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,FI	1216.00 	1787.00 	2604.00 	2669.00 	2803.00 	2428.00 	2457.00 	747.00 	574.00 	693.00 	950.00 	1078.00 	743.00 	1109.00 	1097.00 	1114.00 	1077.00 	4337 	4167 	3574 	4067 	8959 	6602 	2806 	6873 	5502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,FR	: 	4968.61 p	0.00 p	5370.66 p	5427.53 p	2402.19 p	2391.93 p	: c	: c	: c	: c	: c	: c	: c	: c	20042.80 	: 	: 	: 	: 	: 	9676 	10316 	12348 	13209 	17929 	19842.9 	24097.4 	28908.5 	38424.4 	38731.6 	41657 	36854 	36863 	39569 	37965 	36179 	41637 	47803 	60305 	72471 	67537 	71249 	88145 	91190 	88998 	94777 	87022 
100001-200000,SHEN,INC,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	4731.00 	6794.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,HU	: c	1638.86 	1603.23 	1584.59 	1359.90 	: c	2644.83 	: c	1902.40 	1691.70 	2252.60 	: 	: 	: 	1567.00 	1362.00 	1293.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7994.2 	13251.3 	10064.1 	9132 	9535 	16615.4 	14548.7 	13963.3 	13929.4 	11429 	9245.7 	19944.1 	14154.6 	12993.3 	12190.9 	11424.9 	10671.9 	10289.4 	7668.6 	8071 	8320 	11132 	9428 
100001-200000,SHEN,INC,IS	1740.00 e	1850.00 e	1700.00 e	1850.00 e	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,IT	34778.00 	44475.00 	: 	4496.00 	26965.00 	59414.00 	73016.00 	: 	: 	: 	: 	: 	: 	5794.00 	5829.00 	: 	2446.00 	6047 	6017 	5650 	3620 	: 	4467 	2916 	1393 	1086 	1374 	1370 	4292 	3113 	4435 	6134 	6218.3 	5494 	27502 	41487.6 	8963 	18704 	33882.6 	40717.2 	29120.4 	26183 	34202.2 	36695.9 	41455.4 	44759.3 	54642.5 	92496.7 
100001-200000,SHEN,INC,LT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100001-200000,SHEN,INC,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	452.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: c	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,NL	12084.00 	10664.00 	2731.00 	5657.00 	4834.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	832 	608 	365 	800 	9909 	16825 	17509 	15680 	21137 	19784 	18616 	19401 	18091 	24474 	30045 	35235 	30374 	36216 	37167 	45887 	41261 	50618 	59415 
100001-200000,SHEN,INC,PL	27956.84 	31997.10 	30941.81 	36886.97 	47652.59 	22186.03 	26908.90 	24233.31 	11253.60 	9929.40 	8381.40 	35380.10 	42193.90 	50720393.00 	58366952.00 	52048671.00 	61304815.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,PT	0.00 	0.00 	0.00 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0.00 	2541.00 	2440.4 	: 	: 	: 	: 	: 	: 	818 	800 	5233.9 	6538 	5633 	4565.4 	9163.4 	7631.6 	6384.4 	7291.5 	9776.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,RO	2318.30 	1645.00 	1742.70 	1946.30 	2012.70 	2645.10 	1743.80 	3991.70 	4995.70 	3095.00 	2997.90 	6500.00 	4745.00 	6139.40 	3894.50 	: 	420.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	9590.00 	0 n	0 	0 	0 	0 	0 	0 	0 	6515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,SK	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,TR	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,INC,UK	: 	: 	703.00 	: 	724.00 	684.00 	: 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	186.10 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	77.2 	0 	0 	0 	18617 	0 	0 	8818 	7655 e	13298 	8934 	8282 	7426 	9511 	10064 	11188 	13667 	11656 	11485 	11918 	15317 	17496 	22729 	17157 	: 
100001-200000,SHEN,LAY,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	1191.62 	: c	: c	1651 	1373 	1841 	2345.2 	4889.5 	4776.6 	4693.6 	5114.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,BA	446.00 	451.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,BE	0.00 	0.00 	: c	: c	: c	: c	: c	: c	: c	: c	7267.00 	4963.20 	4895.00 	5018.00 	2636.00 	2401.00 	5080.00 	5811 	: 	: 	5225.3 	4371 	3884 	5148 	5300 	5020 	5030 	3621 	3653 	4125 	3943 	4717 	5543 	3241 	3331 	3945 	3206 	4765 	5008 	8637 	7688 	8607 	10081 	10628 	8841 	8401 	7560 	7054 
100001-200000,SHEN,LAY,BG	0.00 	: c	: c	3.00 	: c	96.00 	0.00 	0.00 	: c	0.00 	0.00 	1385.00 	: 	0.00 	124.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: c	0.00 	: c	6892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,DE	: c	: c	1596.00 	: 	: 	7121.25 	4639.70 	4732.17 	4154.80 	2381.70 	: 	2628.80 	2624.20 	1905.50 	1958.60 	7595.90 	7298.00 	7593.5 	7337.4 	6132.6 	3985.2 	4553.5 	4565 	4659.6 	4723.7 	3891 	3785.8 	3289.8 	4643.6 	: b	5335.3 	: c	4982.3 	8012.2 	4329.4 	8408.6 	9082.1 	9996 	9393.4 	15872.9 	15492.3 	14616.6 	16178.3 	14765.4 	20959.1 	18981.7 	17954 	22547 
100001-200000,SHEN,LAY,DK	0.00 	: c	: c	: c	0.00 	: 	: 	: 	169.90 	163.40 	170.90 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2768 	2894 	2484 	2481 	2782 	2672 	3356 	3494 	2664 	2328 	1921 	1772 	1632 	1924 	1813 	1365 	1796 	3340 	4980 	4887 	3966 	5030 	3140 
100001-200000,SHEN,LAY,EE	: c	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,EL	196.00 	31.00 	: c	: c	: c	: c	: c	: c	: c	0.00 p	: c	: c	: c	: c	: 	: 	75.00 	300 	60 	2860 	: 	137 	0 	0 	0 	470 	400 	0 	430 	2325 	1503 	1190 	1202 	2548 	2189 	2000 	2800 	1891 	2309 	3340 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,ES	383.70 p	279.60 p	288.97 p	322.90 p	355.00 	514.60 p	270.64 p	200.00 p	0.00 p	0.00 p	360.00 	360.00 p	1134.00 p	1134.00 	1980.00 	1980.00 	1080.00 	1080 	1080 	16730 	0 	9702 	5603 	3503 	2609 	1986 	2044 	1863 	5538 	3718 	5038 	4016 	2341 	1336 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,FI	1071.00 	1063.00 	761.00 	846.00 	1056.00 	645.00 	1075.00 	747.00 	574.00 	693.00 	950.00 	1078.00 	743.00 	1109.00 	1097.00 	1114.00 	1077.00 	4337 	4167 	3574 	4067 	4428 	3645 	2806 	5716 	4421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,FR	: 	519.70 p	0.00 p	602.13 p	604.46 p	57.85 p	50.38 p	: c	: c	: c	: c	: c	: c	: c	: c	0.00 	: 	: 	: 	: 	: 	248 	299 	378 	256 	316 	418.2 	401.1 	3259.2 	3629.8 	3005.3 	2279 	2662 	3021 	723 	738 	800 	1905 	5086 	4707 	5829 	4789 	4134 	6282 	7884 	11061 	13724 	13836 
100001-200000,SHEN,LAY,HR	: c	: c	: c	: c	: c	: c	: c	: c	2430.00 	: 	: 	578.00 	2455.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,HU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	: 	: 	: 	38.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1526.7 	1648.8 	1516.1 	1450 	1399.2 	1323.8 	1379.3 	1526.2 	1897 	1851.6 	154.6 	1522.3 	165.9 	1653.1 	1740.3 	1690.4 	1725.1 	2269 	2157.8 	2520 	3989 	3365 	1386 
100001-200000,SHEN,LAY,IS	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,IT	4908.00 	2546.00 	: 	1723.00 	5973.00 	5766.00 	3525.00 	: 	: 	: 	: 	: 	: 	1034.00 	1027.00 	: 	713.00 	699 	661 	446 	56 	: 	73 	22 	59 	65 	10 	23 	52 	113 	62 	1165 	1076.8 	1476 	3700 	4716 	495 	3124 	3679.1 	5117.1 	4854.7 	3228.8 	4693.1 	5339.5 	5520.2 	5003.3 	6884.3 	8976.8 
100001-200000,SHEN,LAY,LT	: c	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100001-200000,SHEN,LAY,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	452.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: c	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,NL	1549.00 	2709.00 	0.00 	0.00 	2237.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	123 	51 	162 	593 	4109 	6990 	7860 	5941 	8797 	7833 	9141 	9248 	7551 	14312 	15373 	18183 	17353 	16758 	14987 	12797 	13321 	14378 	13144 
100001-200000,SHEN,LAY,PL	6456.77 	6056.87 	7504.95 	7763.39 	7128.94 	6482.57 	6041.16 	6263.62 	579.10 	477.70 	608.20 	17134.70 	18854.40 	22732520.00 	16983170.00 	13630408.00 	17316652.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	: c	0.00 	0.00 	: c	: 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,RO	14.80 	11.30 	47.40 	50.20 	88.30 	530.40 	500.60 	701.10 	962.80 	1112.40 	954.00 	6500.00 	2725.80 	6139.40 	3894.50 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	9590.00 	0 n	0 	0 	0 	0 	0 	0 	0 	6515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,SK	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,TR	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,LAY,UK	: 	: 	0.00 	: 	724.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	6355 	0 	0 	5514 	4509 	5146 	5232 	3849 	3795 	5115 	5696 	6393 	6397 	4830 	5173 	7107 	8035 	10119 	6587 	12242 	: 
100001-200000,SHEN,MIX,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.00 	: c	: c	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,MIX,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,MIX,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	: 	: 	2861.00 	0.00 	0.00 	0 n	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100001-200000,SHEN,MIX,BG	: c	185.00 	: c	242.00 	: c	130.00 	: c	: c	379.00 	282.00 	482.70 	483.00 	367.00 	221.10 	412.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,MIX,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,MIX,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
100001-200000,SHEN,MIX,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100001-200000,SHEN,MIX,DK	0.00 	: c	: c	: c	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100001-200000,SHEN,MIX,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
