currency,prod_veg,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
NAC,02120000,RO	129.00 	132.00 	137.00 	151.00 	150.00 	126.00 	159 	184 	158.00 	119.00 	86.00 	112.00 	84.00 	70.00 	72.00 	76.86 	60.38 	67.03 	46.96 	35.63 
NAC,02120000,SI	: 	: 	: c	: c	: c	: c	: c	: 	40.80 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02120000,SK	30.59 	28.33 	31.17 	32.40 	34.34 	27.8 	32.4 	44.6 	35.66 	34.67 	20.08 	25.56 	38.27 	24.00 	24.30 	23.00 	27.25 	31.27 	27.29 	25.29 
NAC,02130000,AT	31.31 p	34.26 	34.48 	33.30 	31.88 	34.68 	39.44 	46.68 p	34.58 	32.31 	25.18 p	32.61 	22.73 	18.39 	19.65 	19.70 	20.34 	21.83 	21.42 	18.12 
NAC,02130000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02130000,BG	58.09 	65.07 	63.34 	71.88 	94.74 	120.66 	127.8 	98.38 	61.57 	71.81 	82.11 	70.05 	47.98 	46.91 	40.19 	43.16 	40.68 	43.02 	42.12 	40.62 
NAC,02130000,DE	32.00 	33.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02130000,ES	: 	47.95 	45.51 	45.90 	47.63 	49.36 	44.37 	: 	33.61 	32.68 	30.85 	27.30 	24.48 	21.37 	21.55 	23.60 	21.44 	18.72 	23.57 	21.32 
NAC,02130000,FR	: 	: 	: 	30.40 	28.00 	29.9 	33.03 	37.65 	36.94 	37.45 	30.23 	33.44 	34.63 	21.55 	21.12 	20.80 	22.12 	20.28 	23.54 	20.69 
NAC,02130000,HR	217.54 	225.06 	267.51 	232.69 	240.62 	234.21 	302.22 	353.47 	243.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02130000,HU	10364.00 	10781.00 	11140.00 	10529.00 	10211.00 	10784.00 	12723.00 	12963 	9588.00 	8790.00 	7410.00 	7534.00 	6826.00 	5184.00 	5298.00 	6277.00 	6321.00 	6265.00 	6000.00 	4962.00 
NAC,02130000,RO	130.00 	135.00 	134.00 	139.00 	133.00 	143.00 	183 	171 	130.00 	123.00 	96.00 	97.00 	78.00 	57.00 	63.00 	78.89 	70.56 	71.22 	57.94 	36.78 
NAC,02130000,SI	29.38 	31.11 	31.94 	31.50 	29.32 	32.18 	38.17 	39.95 	35.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02130000,SK	30.68 	33.75 	34.16 	32.57 	32.48 	34.39 	38.44 	42.78 	33.93 	31.63 	27.48 	30.24 	27.38 	23.57 	23.97 	28.08 	28.88 	27.68 	26.72 	25.43 
NAC,02210000,AT	: 	: 	: 	: 	: 	: 	: 	23.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02210000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02210000,BG	32.55 	38.83 	46.45 	51.55 	62.30 	79.46 	67.23 	64.78 	59.69 	54.54 	52.98 	51.12 	41.71 	34.94 	34.09 	30.84 	51.42 	48.53 	47.07 	36.49 
NAC,02210000,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.5 	41.67 	22.7 	22.7 	17.3 	: 	: 	: 	: 	: 
NAC,02210000,CZ	478.00 	476.00 	488.00 	485.00 	506.00 	580 	643 	531 	477.90 	394.30 	473.50 	558.30 	412.10 	308.50 	334.10 	413.60 	395.50 	407.90 	455.50 	404.60 
NAC,02210000,DK	158.00 	164.00 	137.00 	136.00 	145.77 	148.39 	167.41 	220.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02210000,ES	: 	20.03 	21.27 	20.66 	22.89 	25.46 	25.93 	: 	22.36 	20.29 	18.75 	21.76 	22.03 	15.48 	15.26 	15.89 	18.14 	20.26 	23.08 	18.58 
NAC,02210000,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.38 	22.22 	22.39 	20.59 	19.40 	20.76 	22.49 	23.39 	24.94 
NAC,02210000,FR	: 	: 	: 	34.70 	38.50 	39.9 	37.55 	33.25 	2.68 	2.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02210000,HR	: 	207.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02210000,HU	14812.00 	12956.00 	11547.00 	13004.00 	13406.00 	14299.00 	14793.00 	13785 	13168.00 	12900.00 	11655.00 	10583.00 	8050.00 	8002.00 	7588.00 	8678.00 	8904.00 	7702.00 	5796.00 	6550.00 
NAC,02210000,LU	16.83 	14.85 	17.39 	16.08 	16.90 	16.92 	19 	22 	16 	13 	13 	12.00 	17.00 	11.00 	10.30 	10.50 	11.05 	10.48 	12.89 	11.16 
NAC,02210000,LV	16.59 	17.37 	21.69 	21.82 	20.47 	24.3 	16.14 	20.31 	18.61 	13.03 	9.82 	42.69 	64.4 	8.03 	7.23 	8.08 	6.91 	7.28 	6.47 	7.52 
NAC,02210000,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.65 	22.30 	14.15 	12.40 	13.60 	13.80 	13.95 	16.70 	15.60 
NAC,02210000,PL	89.67 p	85.73 	83.67 	108.06 	105.64 	116.53 	142.93 	117.45 	117.00 	111.10 	95.05 	116.45 	82.66 	83.64 	64.74 	77.80 	84.85 	107.74 	88.18 	72.23 
NAC,02210000,RO	820.00 	615.00 	642.00 	634.00 	654.00 	: 	800 	: 	456.00 	726.00 	660.00 	414.00 	368.00 	330.00 	320.00 	293.80 	: 	218.94 	252.63 	144.92 
NAC,02210000,SK	24.06 	24.12 	25.06 	24.69 	26.57 	30.08 	31.76 	26.5 	26.95 	28.14 	25.17 	31.00 	24.40 	19.29 	16.40 	18.49 	21.14 	22.11 	22.34 	18.02 
NAC,02210000,UK	20.00 	20.00 	19.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02220000,AT	: 	461.62 	484.70 	461.88 	384.90 	390 	: 	302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02220000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02220000,BG	202.80 	184.55 	193.49 	218.96 	273.95 	373.13 	242.05 	210.55 	229.61 	240.22 	222.42 	178.93 	143.96 	135.10 	121.62 	106.84 	141.21 	169.85 	170.69 	154.29 
NAC,02220000,CY	458.21 	453.88 	397.40 	405.60 	389.50 	167.40 	197.00 	246.20 	256.20 	374.60 	179 	179 	214.03 	139.7 	99.54 	: 	: 	: 	: 	: 
NAC,02220000,EL	273.35 	266.11 	274.63 	281.01 	302.37 	307.96 	329.46 	310.71 	282.63 	279.44 	263.68 	300.84 	261.97 	191.37 	164.50 	196.22 	199.40 	157.30 	152.55 	153.32 
NAC,02220000,ES	144.68 	173.04 	181.83 	167.00 	176.35 	232.68 	248.18 	189.00 	185.76 	177.91 	208.85 	198.34 	204.75 	164.75 	146.19 	122.89 	140.02 	146.15 	129.25 	141.88 
NAC,02220000,FR	: 	: 	: 	: 	: 	: 	: 	: 	35.00 	35.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02220000,HR	763.98 	842.46 	815.78 	732.93 	1717.39 	1724.39 	1563 	1535 	1194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02220000,HU	22453.00 	19895.00 	21408.00 	22144.00 	26563.00 	27235.00 	31648.00 	24336 	17551.00 	19673.00 	19883.00 	24020.00 	20740.00 	14857.00 	14338.00 	15838.00 	17311.00 	17058.00 	14718.00 	16285.00 
NAC,02220000,IT	203.86 	203.93 	223.70 	215.24 	183.54 	192.36 	200.95 	191.2 	183.16 	176.72 	144.43 	185.21 	185.38 	129.54 	121.99 	176.38 	152.49 	150.60 	133.08 	99.83 
NAC,02220000,PL	307.49 p	388.61 	337.60 	349.86 	382.93 	487.22 	575.15 	410.98 	383.67 	344.62 	398.28 	403.78 	404.46 	367.33 	286.86 	290.33 	284.97 	295.18 	311.58 	329.78 
NAC,02220000,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	135.89 	135.38 	142.97 	152.00 	138.07 	: 	: 	: 	: 	: 
NAC,02220000,RO	914.00 	858.00 	862.00 	854.00 	912.00 	979.00 	867 	674 	613.00 	582.00 	596.00 	539.00 	422.00 	344.00 	316.00 	287.71 	293.96 	287.46 	276.91 	185.62 
NAC,02220000,SI	339.03 	341.55 	362.87 	363.72 	340.02 	329.44 	373.03 	313.67 	293.82 	293.34 	251.51 	135.35 	146.05 	184.95 	103.94 	125.19 	154.03 	155.25 	141.73 	144.27 
NAC,02220000,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.53 	113.82 	99.12 	66.62 	86.04 	37.44 	53.24 	69.91 	65.13 
NAC,02230000,AT	: 	: 	16.85 	14.64 	17.68 	19.13 	22.3 	20.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02230000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02230000,CY	105.00 	102.94 	111.43 	124.90 	120.40 	64.40 	71.60 	82.30 	81.60 	102.10 	125.7 	111.4 	32.85 	33.45 	37.45 	: 	: 	: 	: 	: 
NAC,02230000,ES	30.62 	22.21 	21.32 	20.79 	22.47 	26.31 	30.34 	30.98 	25.67 	18.54 	32.51 	30.69 	24.91 	20.85 	22.02 	21.29 	20.04 	21.38 	23.89 	23.22 
NAC,02230000,HU	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	12645.00 	35000.00 	14512.00 	13423.00 	6933.00 	10676.00 	: 	: 	: 
NAC,02230000,LU	10.00 	15.00 	17.80 	16.08 	16.90 	17 	19.5 	21 	16 	13 	12.5 	10.00 	17.00 	9.50 	10.30 	10.50 	11.05 	10.48 	12.89 	11.16 
NAC,02230000,LV	22.68 	20.95 	16.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02230000,SK	: 	: 	: 	: 	: 	: 	: 	21.17 	20.68 	20.61 	20.29 	20.48 	19.85 	19.48 	19.92 	19.85 	19.85 	19.68 	19.62 	19.39 
NAC,02300000,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.00 	113.51 	109.61 	110.35 	110.36 	107.42 
NAC,02300000,BE	186.55 e	188.22 e	198.89 e	180.81 e	177.26 	168.82 	160.78 	155.35 	155.16 	134.04 	134.04 	127.65 	119.12 	119.12 	119.12 	119.12 	119.12 	: 	119.13 	121.10 
NAC,02300000,BG	453.80 	401.98 	397.10 	291.56 	393.38 	372.93 	366.88 	397.74 	346.13 	324.95 	297.96 	278.31 	257.00 	338.25 	273.75 	289.32 	302.00 	302.51 	294.68 	277.55 
NAC,02300000,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	301 	175.2 	173.15 	173.46 	: 	: 	: 	: 	: 
NAC,02300000,EL	376.00 	438.80 	413.18 	371.03 	314.00 	353 	389.09 	340.27 	159.88 	179.12 	181.29 	174.00 	153.00 	108.00 	128.00 	146.00 	130.00 	152.00 	123.26 	118.68 
NAC,02300000,ES	223.47 p	220.40 	215.08 	218.64 	214.14 	214.42 	207.13 	185.60 	187.64 	210.67 	95.16 	64.29 	55.34 	51.79 	53.16 	53.21 	83.46 	45.38 	44.76 	49.71 
NAC,02300000,FR	: 	: 	: 	283.20 	313.60 	313.6 	313.63 	256.27 	249.73 	270.73 	130.40 	120.09 	97.44 	71.42 	65.24 	72.15 	67.07 	81.75 	92.31 	78.07 
NAC,02300000,HR	1363.42 	1318.26 	1200.72 	879.56 	848.15 	880.56 	854.33 	828.08 	869.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02300000,HU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	15862.00 	12547.00 	12504.00 	13671.00 	21179.00 	33173.00 	33621.00 	32280.00 	28505.00 
NAC,02300000,PL	1016.64 p	956.84 	830.12 	905.50 	793.64 	722.93 	671.93 	671.61 	692.86 	622.58 	407.83 	311.43 	232.10 	259.16 	352.23 	369.40 	451.80 	548.00 	509.96 	512.29 
NAC,02300000,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	90.18 	69.74 	53.84 	46.88 	50.42 	52.99 	51.42 	50.17 	49.51 	45.45 
NAC,02300000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	275.00 	306.00 	314.00 	: 	371.86 	340.83 	227.24 	185.90 
NAC,02300000,SK	: 	: 	: 	: 	: 	: 	: 	109.96 	109.83 	107.95 	110.51 	6.27 	58.29 	103.63 	76.08 	102.93 	170.42 	168.06 	154.85 	167.23 
NAC,02400000,AT	28.50 p	25.17 	28.63 	27.88 	26.82 	23.18 	35.18 	40.57 	37.77 	28.78 	26.33 	29.23 	31.17 	37.26 	40.13 	45.58 	50.62 	41.43 	46.71 	49.86 
NAC,02400000,BE	21.97 	22.99 	22.12 	29.91 	26.34 	26.34 	29.26 	28.68 	30.73 	29.26 	30.51 	30.98 	33.15 	32.32 	35.90 	37.04 	: 	: 	45.84 	44.35 
NAC,02400000,BG	: 	: 	: 	: 	: 	: 	: 	55.4 	55.40 	55.40 	55.40 	55.40 	43.54 	42.04 	43.11 	41.51 	40.92 	45.92 	48.97 	49.76 
NAC,02400000,CZ	693.00 	820.00 	804.00 	852.00 	852.00 	818 	825 	812 	704.00 	710.00 	772.00 	806.00 	860.00 	1060.00 	1347.00 	1521.00 	949.00 	969.00 	964.00 	969.00 
NAC,02400000,DE	28.00 	26.00 	29.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02400000,DK	212.00 	175.00 	206.00 	245.00 	269.10 	327.00 	329.80 	323.30 	283.30 	271.20 	314.00 	283.00 	: 	: 	344.00 	356.00 	372.00 	308.00 	331.00 	352.00 
NAC,02400000,EL	26.41 	26.41 	25.92 	26.38 	26.32 	25.68 	31.11 	26.86 	28.98 	22.86 	23.64 	25.77 	22.60 	24.58 	43.85 	45.15 	38.32 	34.75 	42.92 	45.56 
NAC,02400000,ES	28.80 p	32.10 	37.60 	36.90 	35.00 	32.90 	30.9 	31.40 	28.10 	32.70 	34.00 	34.00 	32.00 	40.60 	51.90 	57.70 	55.70 	48.40 	46.04 	45.34 
NAC,02400000,FI	: 	: 	: 	33.92 	31.06 	41 	41.78 	34.9 	26.76 p	32.09 	31.88 	32.40 	32.63 	33.79 	53.88 	49.12 	57.31 	53.28 	48.62 	53.87 
NAC,02400000,FR	: 	: 	: 	24.50 	27.20 	27.2 	27.17 	29.98 	24.55 	24.87 	30.23 	30.07 	30.62 	31.88 	44.40 	40.28 	44.30 	38.00 	42.12 	41.66 
NAC,02400000,HR	203.79 	202.06 	276.37 	261.88 	211.29 	185.45 	297.03 	295.5 	296.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02400000,HU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	6972.00 	7645.00 	9590.00 	10234.00 	10534.00 	9013.00 	8399.00 	7780.00 	6879.00 
NAC,02400000,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.57 	55.62 	55.80 	55.65 	54.71 	52.82 
NAC,02400000,LT	: c	: c	27.00 	29.96 	30.41 	117.84 	128.83 	122.07 	117.08 	115.09 	128.88 	158.76 	116.42 	121.28 	167.08 	148.24 	154.88 	159.53 	138.83 	148.96 
NAC,02400000,LV	: 	: 	: 	: 	: 	: 	: 	: 	29.31 	31.48 	21.2 	23.1 	23.86 	22.13 	31.42 	29.96 	20.05 	19.54 	19.66 	20.86 
NAC,02400000,NL	34.76 	34.96 	42.81 	35.68 	38.26 	50.12 	61 	60 	45.00 	43.00 	40.00 	: 	36.90 	45.00 	45.45 	49.35 	48.40 	44.85 	55.20 	46.05 
NAC,02400000,PL	106.70 p	105.25 	95.63 	116.57 	119.51 	125.93 	148.76 	137.18 	144.03 	113.08 	115.68 	103.65 	108.26 	128.77 	175.29 	186.98 	124.17 	112.05 	111.22 	101.85 
NAC,02400000,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	46.99 	46.99 	46.99 	46.99 	46.99 	42.77 	49.52 	56.38 	56.38 	52.00 
NAC,02400000,RO	140.00 	130.00 	130.00 	130.00 	160.00 	160.00 	170 	170 	170.00 	120.00 	130.00 	110.00 	90.00 	90.00 	70.00 	84.60 	63.30 	70.30 	49.00 	42.40 
NAC,02400000,SE	315.60 	286.00 	254.70 	254.70 	247.40 	242.90 	230 	224 	241 	245.00 	275.00 	270.00 	276.20 	302.90 	424.50 	: 	: 	: 	: 	409.00 
NAC,02400000,SI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.51 	39.08 	44.02 	34.22 	33.55 	28.21 	25.87 
NAC,02400000,SK	25.50 	25.70 	25.08 	27.70 	32.61 	37.07 	40.09 	36.7 	36.13 	36.37 	41.95 	31.20 	30.54 	36.51 	44.48 	49.46 	34.19 	32.86 	33.53 	32.53 
NAC,02400000,UK	27.92 	28.19 	26.30 	27.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02911000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02911000,BG	71.35 	68.02 	68.41 	72.92 	: 	: 	71.03 	100 	100.00 	63.33 	62.50 	64.29 	59.79 	59.85 	59.19 	60.53 	60.90 	61.08 	61.30 	61.49 
NAC,02911000,EL	43.49 	49.47 	51.26 	50.17 	42.84 	40.96 	50.29 	42.15 	53.86 	61.70 	30.22 	25.33 	41.14 	32.01 	87.57 	88.68 	101.86 	82.93 	73.51 	84.28 
NAC,02911000,ES	43.27 	47.43 	50.05 	47.95 	50.17 	30.77 	41.84 	39.48 	54.18 	46.31 	22.00 	26.73 	32.73 	21.92 	7.07 	22.91 	40.70 	51.53 	18.00 	28.42 
NAC,02911000,HU	: 	: 	: 	: 	: z	: z	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02920000,AT	799.00 	799.00 	782.00 	779.00 	662.00 	624 	625 	626 	673.00 	728.00 	671.00 	688.00 	487.00 	441.00 	442.00 	412.47 	457.38 	441.67 	455.15 	473.39 
NAC,02920000,BE	573.75 	573.75 	504.41 	483.84 	460.80 	438.86 	417.96 	417.46 	416.96 	356.62 	356.62 	339.64 	298.91 	298.91 	298.91 	298.91 	298.91 	: 	338.82 	441.85 
NAC,02920000,BG	1025.00 	1337.50 	1418.00 	1980.34 	795.00 	751 	506 	539 	558.00 	694.00 	913.00 	855.00 	822.00 	503.00 	471.88 	675.53 	950.00 	1166.67 	1722.86 	: 
NAC,02920000,CZ	23000.00 	22480.00 	21900.00 	20939.00 	19042.00 	16922 	15198 	13781 	12956.80 	19122.50 	21660.60 	21719.10 	14952.40 	11845.40 	13526.40 	13160.90 	11058.80 	12647.50 	13300.70 	13135.80 
NAC,02920000,DE	556.00 	545.00 	545.20 	520.36 	545.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02920000,ES	: 	482.60 	440.00 	400.20 	400.00 	410.00 	381 	350.00 	374.00 	491.00 	471.00 	494.00 	336.00 	310.00 	303.92 	536.28 	536.28 	281.00 	322.31 	299.30 
NAC,02920000,FR	: 	: 	: 	285.40 	316.10 	316.1 	354.11 	306.37 	15.19 	16.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02920000,PL	1891.62 p	1970.59 	1995.62 	1851.83 	1453.33 	1292.8 	1135.4 	1169.21 	1120.05 	788.83 	1099.65 	2326.80 	4786.32 	1092.18 	917.87 	1159.85 	1183.12 	1037.28 	1090.73 	1186.99 
NAC,02920000,PT	420.00 	420.00 	400.00 	430.00 	430.00 	440.00 	420.00 	500.00 	500.00 	500.00 	500.00 	500.00 	400.00 	300.00 	300.00 	250.00 	300.00 	320.00 	299.28 	199.52 
NAC,02920000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1531.60 	1166.71 	803.96 	619.12 
NAC,02920000,SI	753.66 	685.07 	620.41 	660.86 	562.30 	462.28 	338.48 	324.32 	259.95 	337.73 	531.04 	1324.05 	874.61 	388.55 	328.53 	289.60 	274.48 	301.81 	292.13 	271.61 
NAC,02920000,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	545.91 	422.99 	402.54 	457.41 	460.76 	430.26 	431.06 	436.70 	398.92 
NAC,02920000,UK	: 	: 	: 	: 	: 	320.2 	320.2 	320.2 	320.20 	320.20 	320.20 	320.20 	320.20 	320.20 	322.80 	267.90 	310.40 	283.20 	353.20 	386.10 
NAC,02991000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02991000,BG	88.55 	129.51 	169.32 	144.59 	140.09 	150.51 	114.95 	94.27 	114.50 	109.26 	98.33 	81.12 	66.31 	68.69 	68.93 	67.58 	68.17 	73.77 	77.81 	102.25 
NAC,02991000,CY	132.60 	155.64 	156.04 	160.00 	133.00 	142.90 	136.80 	136.10 	116.30 	115.90 	104 	103.2 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02991000,EL	160.66 	153.02 	134.55 	148.46 	150.01 	153.83 	147.88 	150.4 	174.02 	121.51 	152.02 	169.78 	168.62 	150.85 	137.89 	129.68 	118.87 	111.21 	100.43 	99.03 
NAC,02991000,ES	68.36 	60.75 	68.41 	65.54 	59.55 	42.77 	55 	79.49 	76.19 	71.79 	60.79 	57.90 	60.85 	57.03 	47.01 	41.96 	48.52 	42.77 	44.97 	46.46 
NAC,02991000,FR	: 	: 	: 	67.90 	75.20 	77.9 	73.4 	65 	14.00 	14.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02991000,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	24140.00 	21556.00 	19806.00 	14379.00 	14722.00 	11318.00 	16152.00 	19556.00 	18718.00 	14179.00 	13961.00 
NAC,02991000,SK	71.95 	73.53 	68.51 	65.60 	63.61 	57.37 	59.62 	69.05 	65.92 	60.77 	57.89 	50.22 	41.79 	41.76 	47.40 	51.35 	66.45 	66.39 	58.95 	68.68 
NAC,02992000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02992000,CY	295.27 	299.49 	295.58 	350.00 	178.40 	172.90 	201.00 	251.50 	281.30 	139.20 	93.1 	99.8 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02992000,EL	194.03 	199.73 	199.67 	217.72 	207.78 	212.97 	207.71 	198.45 	194.38 	187.04 	181.69 	172.98 	141.77 	130.80 	135.40 	119.32 	129.46 	106.17 	97.30 	90.28 
NAC,02992000,ES	44.18 	117.15 	92.27 	61.51 	58.91 	58.14 	66.51 	65.42 	65.27 	62.83 	67.07 	65.73 	63.25 	56.11 	52.05 	55.30 	64.89 	69.99 	81.73 	77.38 
NAC,02992000,HU	: 	: 	: 	: 	: z	: z	: z	: 	: 	: 	: 	: 	: 	: 	: 	8082.00 	10015.00 	: 	: 	24905.00 
NAC,02992000,MT	23.58 	18.84 	21.29 	23.65 	58.93 	19.03 	21.05 	24.62 	23.63 	22.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,04110000,AT	: 	48.51 	57.58 	49.98 	61.03 	46.49 	49.12 	39.48 	33.29 	37.56 	31.13 	34.04 	40.81 	30.36 	24.05 	27.42 	35.73 	39.40 	29.65 	32.05 
NAC,04110000,BE	94.27 	104.30 	69.06 	110.64 	66.69 	75.19 	92.97 	80.92 	75.38 	78.37 	64.09 	79.51 	97.69 	95.25 	68.83 	57.44 	44.13 	46.23 	46.90 	40.21 
NAC,04110000,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	58.39 	64.58 	39.83 	51.32 	62.68 	38.40 	: 
NAC,04110000,CY	111.63 	67.45 	59.68 	59.00 	58.40 	50.30 	48.80 	69.70 	64.80 	79.00 	68.3 	65.4 	43.8 	42.3 	28.58 	: 	: 	: 	: 	: 
NAC,04110000,CZ	1747.00 	1682.00 	1569.00 	1544.00 	1371.00 	1317 	1453 	1241 	1087.00 	1412.70 	1090.20 	1117.10 	1209.40 	1163.50 	1073.50 	855.10 	1053.10 	1014.30 	1314.50 	1176.50 
NAC,04110000,DE	55.82 	54.67 	49.57 	54.33 	47.25 	41.50 	44.20 	40.90 	42.60 	41.40 	39.00 	37.70 	45.10 	39.70 	32.36 	25.90 	34.38 	38.73 	36.01 	33.56 
NAC,04110000,DK	682.00 	723.00 	664.00 	556.00 	970.50 	942.00 	883.50 	822.00 	805.00 	771.00 	776.00 	803.00 	817.00 	754.00 	670.00 	628.50 	738.00 	660.00 	763.50 	555.00 
NAC,04110000,EL	94.30 	81.64 	86.23 	77.90 	96.73 	79.23 	85.25 	79.05 	93.63 	89.42 	86.31 	82.43 	83.26 	81.12 	73.23 	72.48 	81.43 	82.98 	62.30 	59.40 
NAC,04110000,ES	50.31 	46.81 	49.34 	48.60 	37.87 	37.98 	51.25 	41.37 	32.53 	54.71 	40.28 	37.50 	43.99 	46.70 	44.56 	34.54 	39.84 	37.26 	32.73 	32.07 
NAC,04110000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.78 	22.63 	20.79 	20.39 	24.88 	21.82 	27.89 	36.88 	35.97 	30.33 
NAC,04110000,HR	439.83 	413.65 	372.56 	400.79 	396.44 	379.53 	360 	336 	422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,04110000,HU	22809.00 	22594.00 	16206.00 	16596.00 	15751.00 	15175.00 	13694.00 	12776 	11306.00 	13459.00 	10849.00 	9259.00 	11323.00 	9163.00 	8288.00 	6391.00 	8046.00 	6648.00 	7413.00 	5890.00 
NAC,04110000,IE	70.40 	69.60 	60.00 	60.00 	60.00 	60 	56 	52 	52.00 	52.00 	63.62 	61.98 	72.70 	64.06 	56.15 	46.18 	50.53 	53.30 	57.38 	49.08 
NAC,04110000,LT	69.51 	50.71 	44.80 	51.79 	46.94 	164.73 	203.75 	151.22 	141.16 	290.45 	177.99 	152.22 	170.88 	160.74 	108.13 	95.63 	89.56 	: 	: 	: 
NAC,04110000,LV	106.96 	96.60 	89.12 	56.62 	51.75 	56.19 	46.18 	45.6 	38.85 	43.8 	39.72 	36.35 	32.68 	32.43 	22.72 	33.41 	21.08 	23.09 	26.96 	32.14 
NAC,04110000,MT	27.32 	25.41 	23.40 	20.04 	30.83 	19.66 	19.71 	29.14 	21.05 	18.58 	28.52 	24.67 	19.28 	21.84 	19.60 	27.42 	37.27 	16.31 	21.74 	25.37 
NAC,04110000,NL	94.24 	80.82 	65.91 	104.92 	70.38 	68.42 	80.7 	76 	67.00 	64.00 	70.00 	72.00 	67.00 	79.75 	68.10 	60.20 	82.25 	65.45 	70.53 	60.46 
